Period,Project,District,CBS_Hierarchy,Description,Budget_Amount,Period_Spend,JTD_Spend,Forecast_Amount,Forecast_Change,SL_Variance
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.2.1.6,"Draft Final Pier Protection Design Repor",15537.600000,0.000000,,0.000000,15537.600000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.2.1.7,"Final Climatology and Wind Report (R-02)",21112.960000,0.000000,,0.000000,21112.960000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.2.1.8,"Final Ship Collision Risk Assesment Repo",21112.960000,0.000000,,0.000000,21112.960000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.2.1.9,"Final Service Life & Corrosion Protectio",21076.610000,0.000000,,0.000000,21076.610000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.3,"GZA",1310450.530000,92004.270000,477252.060000,385247.790000,925202.740000,103178.986212976694
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.3.1,"Geotechnical",1310450.530000,92004.270000,477252.060000,385247.790000,925202.740000,103178.986212976694
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.3.1.1,"Foundation Type Study - Revision 01",39506.210000,-4546.700000,58131.630000,62678.340000,-23172.130000,-4546.710000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.3.1.10,"GZA WO#16 Expenses",0.000000,93124.680000,149187.090000,56062.410000,-56062.410000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.3.1.2,"Main Span Geotechnical Planning Report -",3629.230000,100.110000,37872.390000,37772.280000,-34143.050000,100.110000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.3.1.3,"South Marine & Land Approach Geotechnica",3629.230000,97.110000,43673.830000,43576.720000,-39947.490000,97.110000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.3.1.4,"North Marine & Land Approach Geotechnica",3629.230000,97.100000,53990.410000,53893.310000,-50264.080000,97.100000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.3.1.5,"Geotechnical Design Reports (R-39 thru R",468457.960000,81.480000,38569.690000,38488.200000,429969.760000,2718.733760683761
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.3.1.6,"Foundation Testing Reports (R-45 thru R5",301569.890000,3032.860000,10128.430000,7095.570000,294474.320000,3032.860000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.3.1.7,"Geotechnical Data Reports (1 main span/1",149301.800000,1.890000,65115.080000,65113.190000,84188.610000,1.890000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.3.1.8,"Geotechnical Baseline Reports (1 land/1",87704.240000,0.000000,,0.000000,87704.240000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.3.1.9,"Interdisciplinary Design Coordination /",253022.740000,15.740000,20583.510000,20567.770000,232454.970000,15.740000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.4,"RWDI",111927.610000,-6202.260000,39533.390000,45736.650000,66190.960000,-6203.260000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.4.1,"Structural",111927.610000,-6202.260000,39533.390000,45736.650000,66190.960000,-6203.260000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.4.1.1,"Final Climatology and Wind Report (R-02)",100569.730000,-6202.260000,39533.390000,45736.650000,54833.080000,-6203.260000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.4.1.2,"Marine Approaches Desktop Wind Study",11357.880000,0.000000,,0.000000,11357.880000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.5,"BAIRD",665624.960000,45204.900000,313539.870000,295887.690000,369737.270000,17652.180000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.5.1,"Structural",177785.440000,5775.980000,67113.600000,64003.030000,113782.410000,3110.570000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.5.1.1,"Final Ship Collision Risk Assesment Repo",177785.440000,5775.980000,67113.600000,64003.030000,113782.410000,3110.570000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.5.2,"Hydraulics & Hydrology (H&H)",487839.520000,39428.920000,246426.270000,231884.660000,255954.860000,14541.610000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.5.2.1,"Final (Level 2) H&H Report (R-11)",123855.200000,3197.200000,116249.730000,115776.850000,8078.350000,472.880000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.5.2.2,"Final (Level 2) Scour Analysis Report (R",123855.200000,15015.190000,63831.610000,60247.660000,63607.540000,3583.950000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.5.2.3,"Wave Load Calculations",104271.440000,13097.390000,31829.470000,25348.770000,78922.670000,6480.700000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.5.2.4,"Scour Protection Design Calculations",104271.440000,5377.620000,15926.650000,14535.680000,89735.760000,1390.970000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.5.2.5,"Ice Load Study",31586.240000,2741.520000,18588.810000,15975.700000,15610.540000,2613.110000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.6,"DONALD MACDONALD",196864.360000,0.000000,58014.900000,83364.200000,113500.160000,-25349.300000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.6.1,"Aesthetics",196864.360000,0.000000,58014.900000,83364.200000,113500.160000,-25349.300000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.6.1.1,"Coordination and Public Meetings",115630.200000,0.000000,38668.560000,55116.320000,60513.880000,-16447.760000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.6.1.2,"2D and 3D Visualizations and Renderings ",81234.160000,-1070.500000,18275.840000,26106.880000,55127.280000,-7831.040000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.6.1.3,"DMD Expense Code",0.000000,1070.500000,1070.500000,2141.000000,-2141.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.7,"COWI",1410645.910000,223.120000,784156.970000,783933.850000,626712.060000,223.120000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.7.1,"Structural",1410645.910000,223.120000,784156.970000,783933.850000,626712.060000,223.120000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.7.1.1,"50-Percent BCC IFE Design Plans - Pier P",564305.340000,0.000000,,0.000000,564305.340000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.7.1.2,"Pier Protection Basis of Design Report (",211700.160000,0.000000,,0.000000,211700.160000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.7.1.3,"Draft Final Pier Protection Design Repor",634640.410000,223.120000,779381.260000,779158.140000,-144517.730000,223.120000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.12.1.7.1.4,"COWI WO#16 Expenses",0.000000,0.000000,4775.710000,4775.710000,-4775.710000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2,"WO 16.0 - 50% Continued Design Developme",,1061778.770000,1061778.770000,3688885.740000,-3688885.740000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1,"KIE",,384468.680000,384468.680000,384468.680000,-384468.680000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.1,"Design Management",,10518.390000,10518.390000,10518.390000,-10518.390000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.1.1,"Technical Risk Assessment Final Report /",,0.000000,,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.1.2,"Design Confidence Matrix / Design Quanti",,10518.390000,10518.390000,10518.390000,-10518.390000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.2,"Roadway",,16819.090000,16819.090000,16819.090000,-16819.090000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.2.1,"50-Percent BCC IFE Roadway & Drainage De",,16819.090000,16819.090000,16819.090000,-16819.090000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.3,"Structures",,315993.510000,315993.510000,315993.510000,-315993.510000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.3.1,"50-Percent BCC IFE Design Plans - Main S",,310132.100000,310132.100000,310132.100000,-310132.100000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.3.2,"50-Percent Design Plans - Approaches",,369.000000,369.000000,369.000000,-369.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.3.3,"50% BCC IFE Design Plans - Fire Protecti",,5492.410000,5492.410000,5492.410000,-5492.410000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.4,"Geotechnical",,0.000000,,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.4.1,"Geotechnical Design Reports (R-39 thru R",,0.000000,,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.4.2,"Foundation Testing Reports (R-45 thru R5",,0.000000,,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.4.3,"Geotechnical Data Reports (1 main span/1",,0.000000,,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.4.4,"Geotechnical Baseline Reports (1 land/1",,0.000000,,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.5,"Drainage",,3877.240000,3877.240000,3877.240000,-3877.240000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.5.1,"50-Percent BCC IFE Design Plans - Draina",,0.000000,,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.5.2,"Storm Drain Design Report (CIV-003)",,2535.100000,2535.100000,2535.100000,-2535.100000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.5.3,"Stormwater Management Plan & Details (CI",,1342.140000,1342.140000,1342.140000,-1342.140000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.5.4,"Erosion & Sediment Control Notes, Plans,",,0.000000,,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.5.5,"50-Percent Design Plans – Temporary Drai",,0.000000,,0.000000,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.6,"Electrical",,142.700000,142.700000,142.700000,-142.700000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.6.1,"50-Percent BCC IFE Design Plans – Electr",,142.700000,142.700000,142.700000,-142.700000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.7,"TSCD",,37117.750000,37117.750000,37117.750000,-37117.750000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.7.1,"General TSCD",,18618.880000,18618.880000,18618.880000,-18618.880000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.7.2,"Land Approach Structures TSCD",,787.920000,787.920000,787.920000,-787.920000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.7.3,"Marine Structures TSCD",,4465.740000,4465.740000,4465.740000,-4465.740000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.7.4,"Preacst Structures TSCD",,7090.570000,7090.570000,7090.570000,-7090.570000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.1.7.5,"Main Span TSCD",,6154.640000,6154.640000,6154.640000,-6154.640000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.2,"Systra",,395993.860000,395993.860000,1203073.830000,-1203073.830000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.2.1,"50-Percent BCC IFE Design Plans - Main S",,395993.860000,395993.860000,1203073.830000,-1203073.830000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.3,"GZA",,0.000000,,925202.740000,-925202.740000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.3.1,"Geotechnical Reports",,0.000000,,925202.740000,-925202.740000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.4,"RWDI",,36039.060000,36039.060000,66190.960000,-66190.960000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.4.1,"Final Climatology and Wind Report (R-02)",,36039.060000,36039.060000,58802.770000,-58802.770000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.4.2,"Marine Approaches Desktop Wind Study",,0.000000,,7388.190000,-7388.190000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.5,"COWI",,245277.170000,245277.170000,626712.060000,-626712.060000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.5.1,"50-Percent BCC IFE Design Plans - Pier P",,0.000000,,250720.460000,-250720.460000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.5.2,"Pier Protection Basis of Design Report (",,0.000000,,94087.000000,-94087.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.5.3,"Draft Final Pier Protection Design Repor",,245277.170000,245277.170000,281904.600000,-281904.600000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.6,"EA Engineering",,,,483237.470000,-483237.470000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.2.6.1,"WO#16 - EA Engineering",,,,483237.470000,-483237.470000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3,"WO#16.1 - 70% Design",,,,16094743.710000,-16094743.710000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1,"KIE",,,,9450381.000000,-9450381.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.1,"KIE",,,,9450381.000000,-9450381.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2,"Design Management",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.1,"Technical Risk Assessment Final Report /",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.10,"Schedule",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.2,"Design Confidence Matrix / Design Quanti",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.3,"Engineering Controls",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.4,"Commercial Management",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.5,"Commercial Manager (KIE Key Staff)",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.6,"Design Manager (Key Staff)",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.7,"Design Management",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.8,"Document Control",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.2.9,"Quality",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.3,"Roadway",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.3.1,"70 % BCC IFE Roadway Plans",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.4,"Structural",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.4.1,"70% Main Span Design",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.4.2,"70% Approach Design",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.4.3,"70% Service Life & Corrosion Protection",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.4.4,"70% Standpipe System & Fire Protection",,,,,,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.5,"Geotechnical",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.5.1,"Main Span Geotechnical Planning Report",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.5.2,"Geotechnical Instrumentation & Monitorin",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.5.3,"Geotechnical Planning Reports",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.5.4,"Geotechnical Data Reports",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.5.5,"Geotechnical Interprative Reports",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.5.6,"Foundation Testing Reports",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.5.7,"Geotechnical Baseline Reports",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.6,"Drainage",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.6.1,"70-Percent Drainage Design Plans",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.6.2,"Storm Drain Design Report",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.6.3,"Stormwater Management Plan & Details",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.6.4,"Erosion & Sediment Control Notes, Plans,",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.7,"Electrical",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.7.1,"Electrical & Communications - 70% BCC IF",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.8,"TSCD",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.8.1,"24-227 - WO16.1 - General TSCD",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.8.2,"24-227 - WO16.1 - Land Approach TSCD",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.8.3,"24-227 - WO16.1 - Marin Structures TSCD",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.8.4,"24-227 - WO16.1 - Precast Structures TSC",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.1.8.5,"24-227 - WO16.1 - Main Span TSCD",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.2,"Systra",,,,2275924.130000,-2275924.130000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.2.1,"Systra/IBT",,,,2275924.130000,-2275924.130000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.2.2,"Structures",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.2.2.1,"70% Main Span Design",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.3,"GZA",,,,1302701.460000,-1302701.460000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.3.1,"GZA",,,,1302701.460000,-1302701.460000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.3.2,"Geotechnical",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.3.2.1,"70% Geotechnical Reports",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.4,"RWDI",,,,146294.300000,-146294.300000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.4.1,"RWDI",,,,146294.300000,-146294.300000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.4.2,"Structural",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.4.2.1,"Final Climatology and Wind Report (R-02)",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.4.2.2,"Sectional Model Testing Report (STR-016)",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.4.2.3,"Aeroelastic Testing and Wind Engineering",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.5,"Baird",,,,86824.470000,-86824.470000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.5.1,"Baird",,,,86824.470000,-86824.470000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.5.2,"Structural",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.5.2.1,"Ship Collision Risk Assesment Report and",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.5.3,"H&H",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.5.3.1,"H&H Report",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.5.3.2,"Scour Analysis",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.5.3.3,"Hydraulic Load Analysis",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.5.3.4,"Scour Protection Design Calculations",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.5.3.5,"Ice Load Analysis",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.6,"Donald MacDonald",,,,263988.520000,-263988.520000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.6.1,"Donald MacDonald",,,,263988.520000,-263988.520000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.6.2,"Aesthetics",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.6.2.1,"Coordination and Public Meetings",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.6.2.2,"2D and 3D Visualizations and Renderings",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.7,"COWI",,,,2568629.830000,-2568629.830000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.7.1,"COWI",,,,2568629.830000,-2568629.830000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.7.2,"Structural",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.12.3.7.2.1,"Pier Protection - 70% BCC IFE Design Pla",,,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.2,"Work Order #3 - Project Management",2179107.690000,202050.910000,1651630.950000,1651635.170000,527472.520000,16678.920909090909
202505,106073,Kiewit Infrastructure Engineers,1.1.2.1,"Kiewit Engineering",2179107.690000,202050.910000,1651630.950000,1651635.170000,527472.520000,16678.920909090909
202505,106073,Kiewit Infrastructure Engineers,1.1.2.1.1,"Design Manager",178634.850000,37594.410000,296025.920000,296025.920000,-117391.070000,2990.160808080808
202505,106073,Kiewit Infrastructure Engineers,1.1.2.1.2,"Design Management",625221.980000,59783.600000,568687.550000,568689.290000,56532.690000,5742.578686868687
202505,106073,Kiewit Infrastructure Engineers,1.1.2.1.3,"Design Quality Management",267952.280000,6501.390000,90753.630000,90753.630000,177198.650000,916.703333333333
202505,106073,Kiewit Infrastructure Engineers,1.1.2.1.4,"Document Management",215145.080000,28370.140000,163335.520000,163335.520000,51809.560000,1649.853737373737
202505,106073,Kiewit Infrastructure Engineers,1.1.2.1.5,"Commercial Management",535904.550000,47014.360000,337783.230000,337785.710000,198118.840000,3409.471818181818
202505,106073,Kiewit Infrastructure Engineers,1.1.2.1.6,"Engineering Controls & Scheduling",307350.110000,22471.090000,188628.530000,188628.530000,118721.580000,1905.338686868687
202505,106073,Kiewit Infrastructure Engineers,1.1.2.1.7,"Design Administrative Support",48898.840000,315.920000,6416.570000,6416.570000,42482.270000,64.813838383838
202505,106073,Kiewit Infrastructure Engineers,1.1.3,"Work Order #2 - Proof of Concept - Preli",5056704.150000,0.000000,5056689.300000,5076717.150000,-689092.190000,292862.952131292548
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1,"Kiewit Engineering",1860510.760000,0.000000,1860495.910000,1860523.760000,-314968.710000,350078.492312196420
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.1,"WO#2 - Proof of Concept Preliminary Engi",28766.350000,0.000000,28766.350000,28766.350000,28766.350000,
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.2,"Roadway",307211.320000,0.000000,307211.320000,307211.320000,-102143.140000,92655.552146237589
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.2.1,"POC Design Plans - Roadway",236025.550000,0.000000,236025.550000,236025.550000,-173328.910000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.2.2,"POC Design Plans - ITS",71185.770000,0.000000,71185.770000,71185.770000,71185.770000,
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.3,"Environmental",100548.720000,0.000000,100548.720000,100548.720000,-24468.440000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.3.1,"Environmental Compliance Plan",0.000000,0.000000,,0.000000,-51285.120000,
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.3.2,"Environmental Coordination",100548.720000,0.000000,100548.720000,100548.720000,26816.680000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.4,"Structural",1059434.040000,0.000000,1059434.040000,1059434.040000,-245478.000000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.1,"POC Design Plans - North Approach",398522.240000,0.000000,398522.220000,398522.240000,71756.830000,-0.020000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.10,"Main Span Layout Evaluation - KIE Struct",27348.320000,0.000000,27348.320000,27348.320000,27348.320000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.2,"POC Design Plans - South Approach",312360.240000,0.000000,312360.260000,312360.240000,-14405.170000,0.020000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.3,"POC Design Plans - Main Span",180268.500000,0.000000,180268.500000,180268.500000,-146841.350000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.4,"POC Design Plans - Pier Protection",0.000000,0.000000,,0.000000,-15598.110000,
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.5,"Vessel Collisision Risk Analysis",0.000000,0.000000,,0.000000,-14127.170000,
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.6,"Wind Assessment",0.000000,0.000000,,0.000000,-5883.730000,
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.7,"Shared Use Path Study",0.000000,0.000000,,0.000000,-71511.050000,
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.8,"Draft Service Life & Corrosion Plan",23555.710000,0.000000,23555.710000,23555.710000,-57144.110000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.4.9,"24-227 - WO2 - Demolition Plan",117379.030000,0.000000,117379.030000,117379.030000,-19072.460000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.5,"Geotechnical",103339.980000,0.000000,103339.980000,103339.980000,-31901.030000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.5.1,"Foundation Type Study",62540.640000,0.000000,62540.640000,62540.640000,49304.790000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.5.2,"Geotechnical Reports",17012.580000,0.000000,17012.580000,17012.580000,-43329.250000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.5.3,"Field Investigation Plans",17013.210000,0.000000,17013.210000,17013.210000,-24754.700000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.5.4,"Pile Load Testing Report",6773.550000,0.000000,6773.550000,6773.550000,-13121.870000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.5.5,"Main Span Layout Evaluation - KIE Geotec",,0.000000,,,0.000000,
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.6,"Stormwater Management, Drainage, and Ero",39215.710000,0.000000,39187.860000,39215.710000,-10796.820000,-27.850000000000
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.6.1,"Concept Stormwater Management Plan",10199.990000,0.000000,10199.990000,10199.990000,-14169.430000,0E-12
202505,106073,Kiewit Infrastructure Engineers,1.1.3.1.6.2,"POC Design Plans - Temporary Drainage",2154.900000,0.000000,2154.900000,2154.900000,-5187.400000,0E-12
